date,ticker,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,industry,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,price,dcf,marketCap,eff_tax_rate,equity_ratio,debt_to_equity,debt_to_assets,interest_coverage,gross_profit_margin,operating_margin,return_on_equity,return_on_assets,Beta,RF_rate,cost_of_debt,cost_of_equity,wacc,sector
2013,APD,,2969,,,2013,,10180400000,7472100000,2708300000,0.2660308042905976,133700000,1088800000,0,1088800000,-47000000,1175500000,8647600000,6400000.0,141800000,907000000,2350900000,0.23092412871792856,1324400000,0.13009312011315863,26000000,1350400000,0.13264704726729795,307900000,994200000,0.09765824525558917,4.74,4.68,209700000,212300000,,,Specialty Chemicals,,450400000,0,450400000,1967900000,706100000,314700000,3439100000,8974000000,1653800000,717300000,2371100000,1195500000,53100000,1817300000,14411000000,0,17850100000,1025500000,1217300000,63000000,162700000,759100000,3227600000,5056300000,31000000,827200000,1509100000,7423600000,0,0,10651200000,0,249400000,9646400000,-1020600000,-1833100000,7042100000,7042100000,17693300000,0,17693300000,0,6273600000,5823200000,12800000,43500000,-207800000,4800000,0,-64100000,-192300000,1567400000,-1524200000,-223600000,0,0,49600000,-1698200000,-437500000,0,-461600000,-565600000,1580100000,115400000,11400000,-4000000,450400000,454400000,1567400000,-1524200000,43200000,2.9530127457136364,2.9530127457136364,2.0426909607274766,20.916728079450817,5.173230347070481,481.3752559395833,13.26745633315682,13.26745633315682,2.3248199916578347,2.0426909607274766,0.027198308245066558,11.322732169207537,2.9530127457136364,,,,,0.3945131960045042,1.5125033725735222,0.5967025394815715,9.478138222849083,0.2660308042905976,0.13009312011315863,14.117947771261413,0.05569716696265007,,0.002,0.0089,,,Basic Materials
2018,AKAM,,1086222,,,2018,,2714474000,953485000,1760989000,0.6487404189540957,246165000,465422000,517353000,982775000,115997000,1344937000,2298422000,26940000.0,43202000,434520000,820811000,0.30238307679498866,362499000,0.13354299949087742,-19410000,343089000,0.12639244288212007,44716000,298373000,0.10991926981065209,1.78,1.76,167311999,169187999,,,Software—Infrastructure,,1036455000,855650000,1892105000,479889000,0,163360000,2535354000,910618000,1487404000,168348000,1655752000,209066000,34913000,116067000,2926416000,0,5461770000,99089000,686552000,59578000,69083000,296407000,1210709000,874080000,4557000,19624000,160940000,1059201000,0,0,2269910000,0,1629000,-430890000,-48912000,3670033000,3191860000,3191860000,5461770000,0,5461770000,1064716000,1560632000,524177000,2339000,183813000,30306000,-30445000,0,13223000,58976000,1008327000,-217609000,-79000,-873697000,775050000,-190198000,-506533000,0,0,-750000000,0,983608000,233608000,-12844000,722558000,1036987000,314429000,1008327000,-405741000,602586000,3.3909423393601226,3.3909423393601226,3.987296697374887,36.274774243346414,5.656462223555864,17.96160749720372,10.734030939675323,10.734030939675323,10.895182499233469,3.987296697374887,-0,13.824851537455029,3.3909423393601226,64.69,70.88,9528479816.0,0.1303335286179388,0.5844002951424172,0.7111558777640623,0.4155997048575828,7.3179250960603675,0.6487404189540957,0.13354299949087742,9.347935059808387,0.05462936007924171,1.2722036595764556,0.0151,0.023600000000000003,10.519306390655622,9.041754731796786,Technology
2017,AKAM,,1086222,,,2017,,2502996000,875758000,1627238000,0.6501161008647237,222434000,406455000,493632000,900087000,110241000,1232762000,2108520000,17855000.0,18839000,372313000,707274000,0.2825709669532033,316219000,0.12633619869947854,-97000,316122000,0.12629744514174213,97801000,218321000,0.08722387091309775,1.27,1.26,171558999,172710999,,,Software—Infrastructure,,313382000,398554000,711936000,459127000,0,137809000,1308872000,862535000,1498688000,201259000,1699947000,567592000,51069000,112829000,3293972000,0,4602844000,80278000,0,47584000,77705000,258337000,463904000,662913000,6839000,15510000,142955000,828217000,0,0,1292121000,0,1699000,-742408000,-21930000,4073362000,3310723000,3310723000,4602844000,0,4602844000,966146000,662913000,349531000,-869000,164308000,-13962000,-63825000,0,22564000,60872000,800983000,-254146000,-369073000,-326497000,652769000,-162730000,-459677000,0,0,-361194000,0,-3811000,-365005000,12912000,-10787000,313382000,324169000,800983000,-414778000,386205000,3.4490855844599504,3.4490855844599504,4.562119545312897,52.303566644711225,5.451641920427246,29.567113251874005,14.25619142159072,14.25619142159072,16.10821848096674,4.562119545312897,-0,16.639234544801592,3.4490855844599504,,,,,0.719277690054236,0.3902836329103945,0.28072230994576397,15.832422103084028,0.6501161008647237,0.12633619869947854,6.5943602047045315,0.047431761754254544,,0.025699999999999997,0.0326,,,Technology
2016,AKAM,,1086222,,,2016,,2340049000,809001000,1531048000,0.6542803163523498,167628000,371873000,426967000,798840000,93657000,1060125000,1869126000,14702000.0,18638000,334302000,812386000,0.34716623455320805,459594000,0.19640357958316257,-148000,459446000,0.19634033304430804,143314000,316132000,0.13509631635918734,1.81,1.79,174916999,176214999,,,Software—Infrastructure,,324169000,512849000,837018000,368596000,0,104303000,1309917000,801017000,1228503000,149463000,1377966000,779311000,8982000,95953000,3063229000,0,4373146000,76120000,0,52959000,52972000,192537000,374588000,640087000,3758000,11652000,118691000,774188000,0,0,1148776000,0,1733000,-960729000,-56222000,4239588000,3224370000,3224370000,4373146000,0,4373146000,1292160000,640087000,315918000,7308000,144506000,40352000,3356000,0,-10860000,23698000,866298000,-180949000,-95439000,-781061000,722577000,-134558000,-469430000,0,0,-373794000,0,19529000,-354265000,-7907000,34696000,324169000,289473000,866298000,-316289000,550009000,3.678585801936503,3.678585801936503,5.068749287809785,37.519522548144444,6.348546918577521,21.565322935061065,13.691733909336048,13.691733909336048,11.78126768326636,5.068749287809785,-0,14.989228891425997,3.678585801936503,,,,,0.7373113086094084,0.3562792111327174,0.2626886913905916,23.862216976070393,0.6542803163523498,0.19640357958316257,9.804457925114054,0.07228937702971727,,0.0165,0.0234,,,Technology
2015,AKAM,,1086222,,,2015,,2197448000,725620000,1471828000,0.6697896833053615,148591000,330230000,440988000,771218000,83346000,1003155000,1728775000,11200000.0,16681000,299563000,772868000,0.35171162184497656,466150000,0.2121324372635894,-9526000,456624000,0.20779740863037488,135218000,321406000,0.14626330179371708,1.8,1.78,178390999,180414999,,,Software—Infrastructure,,289473000,460088000,749561000,380399000,0,123228000,1253188000,753180000,1150244000,156095000,1306339000,774674000,4700000,95844000,2934737000,0,4187925000,61982000,0,47364000,54154000,168940000,332440000,624288000,4163000,12888000,93268000,734607000,0,0,1067047000,0,1772000,-1276861000,-41453000,4437420000,3120878000,3120878000,4187925000,0,4187925000,1234762000,624288000,334815000,4098000,126677000,17379000,-56247000,0,15210000,-4972000,764151000,-311676000,-141147000,-692879000,845939000,-135801000,-435564000,0,0,-302606000,0,34878000,-267728000,-10036000,50823000,289473000,238650000,764151000,-444983000,319168000,2.60766277130346,2.60766277130346,3.7034766576410454,25.32061434565627,5.776692367750704,25.498162016179563,10.649985898572401,10.649985898572401,8.108674721688299,3.7034766576410454,-0,10.963078267414357,2.60766277130346,,,,,0.7452086653891844,0.3419060277268128,0.2547913346108156,26.702475870751154,0.6697896833053615,0.2121324372635894,10.29857623399569,0.076745882507447,,0.0084,0.0153,,,Technology
2014,AKAM,,1086222,,,2014,,1963874000,610943000,1352931000,0.6889092681098685,125286000,280652000,379035000,659687000,73339000,858312000,1469255000,7680000.0,13932000,247406000,741114000,0.3773734974850729,489519000,0.24926191802529082,-9743000,479776000,0.24430080544882207,145828000,333948000,0.170045532452693,1.87,1.84,178278999,181185999,,,Software—Infrastructure,,238650000,519642000,758292000,329578000,0,174685000,1262555000,601591000,1051294000,132412000,1183706000,869992000,1955000,81747000,2738991000,0,4001546000,77412000,0,40411000,49679000,166509000,334011000,604851000,3829000,39299000,74221000,722200000,0,0,1056211000,0,1783000,-1598267000,-17611000,4559430000,2945335000,2945335000,4001546000,0,4001546000,1389634000,604851000,366201000,-25880000,111996000,4810000,-58397000,0,29999000,-14210000,658070000,-207159000,-386532000,-1225409000,746017000,-105723000,-1178806000,-17862000,0,-268647000,0,722536000,436027000,-10532000,-95241000,238650000,333891000,658070000,-318627000,339443000,3.520080122242461,3.520080122242461,5.279266993119212,31.046196374420568,5.958753314845044,30.543611701655358,15.754881983444012,15.754881983444012,9.935993301168518,5.279266993119212,-0,14.483623554331722,3.520080122242461,,,,,0.7360492669583206,0.35860470880222456,0.2639507330416794,33.885730691932245,0.6889092681098685,0.24926191802529082,11.338200917722432,0.08345474474115755,,0.0063,0.0132,,,Technology
2013,AKAM,,1086222,,,2013,,1577922000,511087000,1066835000,0.6761012268033527,93879000,225910000,280380000,506290000,49013000,649182000,1160269000,6077000.0,0,184431000,603985000,0.38277240573361676,413968000,0.2623501034905401,5586000,419554000,0.26589020243079187,126067000,293487000,0.1859958857281919,1.65,1.61,178195999,181782999,,,Software—Infrastructure,,333891000,340005000,673896000,271988000,0,83830000,1029714000,450287000,757368000,77429000,834797000,573026000,2325000,67536000,1927971000,0,2957685000,73710000,0,32503000,36952000,120001000,263166000,0,3199000,4737000,57152000,65088000,0,0,328254000,0,1808000,-1932215000,-2091000,4561929000,2629431000,2629431000,2957685000,0,2957685000,913031000,0,-333891000,27343000,95884000,-15612000,-67184000,0,14829000,-21625000,563908000,-187964000,-30657000,-494885000,475135000,-74737000,-313108000,0,0,-160419000,0,45176000,-115243000,-3655000,131902000,333891000,201989000,563908000,-260073000,303835000,3.284801948227582,3.284801948227582,5.4737560358053186,29.429446863166,5.801439769401592,28.427139965869635,15.31661205645247,15.31661205645247,9.414185489735791,5.4737560358053186,,13.747475635206174,3.284801948227582,,,,,0.8890165788446032,0.1248384156115905,0.11098342115539687,inf,0.6761012268033527,0.2623501034905401,11.161616334484533,0.09922861968059479,,0.002,0.0089,,,Technology
2018,ALK,,766421,,,2018,,8264000000,6591000000,1673000000,0.20244433688286545,0,0,326000000,326000000,572000000,898000000,7489000000,38000000.0,73000000,398000000,1056000000,0.12778315585672798,643000000,0.07780735721200387,-58000000,585000000,0.0707889641819942,148000000,437000000,0.05287996127783156,3.55,3.52,123230000,123975000,,,Airlines,,105000000,1131000000,1236000000,366000000,60000000,125000000,1787000000,6781000000,1943000000,127000000,2070000000,0,0,274000000,9125000000,0,10912000000,132000000,486000000,0,1493000000,831000000,2942000000,1617000000,1169000000,512000000,921000000,4219000000,0,0,7161000000,0,1000000,4534000000,-448000000,-336000000,3751000000,3751000000,10912000000,0,10912000000,0,2103000000,1998000000,0,47000000,313000000,-25000000,0,356000000,0,1195000000,-960000000,0,-834000000,1116000000,47000000,-631000000,-807000000,0,-50000000,-158000000,368000000,-647000000,0,-83000000,114000000,197000000,1195000000,-960000000,235000000,2.124247478784324,2.124247478784324,0.9641883219893513,18.233529274416476,22.579234972677597,33.90660550178723,6.667826186543934,6.667826186543934,-1.6970678342041858,0.9641883219893513,0.019829187132769027,9.437549519810606,2.124247478784324,,,7760930760.0,0.252991452991453,0.34375,1.9090909090909092,0.65625,7.493150684931507,0.20244433688286545,0.07780735721200387,11.650226606238338,0.04004765395894428,1.0958859663629414,0.0151,0.023600000000000003,9.063503755678411,7.134914207631256,Industrials
2017,ALK,,766421,,,2017,,7933000000,5633000000,2300000000,0.28992814824152274,0,0,357000000,357000000,565000000,922000000,6555000000,34000000.0,86000000,372000000,1665000000,0.20988276818353713,1260000000,0.15883020294970376,-53000000,1207000000,0.15214924996848608,173000000,1034000000,0.1303416109920585,7.801032,7.75,123060638,123870968,,,Airlines,,194000000,1427000000,1621000000,341000000,57000000,127000000,2146000000,6284000000,1943000000,133000000,2076000000,0,0,234000000,8594000000,0,10740000000,120000000,307000000,0,937000000,1336000000,2700000000,2262000000,699000000,454000000,904000000,4319000000,0,0,7019000000,0,1000000,4454000000,-380000000,-354000000,3721000000,3721000000,10740000000,0,10740000000,0,2569000000,2375000000,0,55000000,129000000,-39000000,0,80000000,0,1590000000,-1026000000,0,-1569000000,1388000000,75000000,-1132000000,-397000000,0,-75000000,-148000000,28000000,-592000000,0,-134000000,194000000,328000000,1590000000,-1026000000,564000000,2.12321757334536,2.12321757334536,0.9959022551894724,7.6407085013714555,23.26392961876833,14.00796558584767,4.96886326441389,4.96886326441389,-0.710174065672806,0.9959022551894724,0.018733009151796192,6.171467021272123,2.12321757334536,,,,,0.3464618249534451,1.8863208814834722,0.653538175046555,13.63953488372093,0.28992814824152274,0.15883020294970376,27.7882289707068,0.0962756052141527,,0.025699999999999997,0.0326,,,Industrials
2016,ALK,,766421,,,2016,,5931000000,3875000000,2056000000,0.34665317821615244,0,0,225000000,225000000,365000000,590000000,4465000000,27000000.0,30000000,363000000,1738000000,0.2930365874220199,1349000000,0.227448996796493,-4000000,1345000000,0.22677457427078065,531000000,814000000,0.137244983982465,6.59,6.54,123557000,124389000,,,Airlines,,328000000,1252000000,1580000000,302000000,47000000,121000000,2050000000,5666000000,1934000000,143000000,2077000000,0,0,169000000,7912000000,0,9962000000,92000000,319000000,0,849000000,1275000000,2535000000,2645000000,640000000,463000000,748000000,4496000000,0,0,7031000000,0,1000000,3568000000,-305000000,-333000000,2931000000,2931000000,9962000000,0,9962000000,0,2964000000,2636000000,0,26000000,183000000,-46000000,0,220000000,0,1386000000,-678000000,-1951000000,-960000000,962000000,5000000,-2622000000,-249000000,0,-193000000,-136000000,2069000000,1491000000,0,255000000,328000000,73000000,1386000000,-678000000,708000000,3.969337295881269,3.969337295881269,1.961579432511887,14.292540066619164,19.63907284768212,16.432383635915254,8.394031467696971,8.394031467696971,-1.3337940883770876,1.961579432511887,0.01168974628004581,8.210660307380898,3.969337295881269,,,,,0.2942180285083317,2.3988399863527805,0.7057819714916683,43.93333333333333,0.34665317821615244,0.227448996796493,27.772091436369838,0.08171049989961855,,0.0165,0.0234,,,Industrials
2015,ALK,,766421,,,2015,,5598000000,3701000000,1897000000,0.3388710253662022,0,0,211000000,211000000,356000000,567000000,4268000000,21000000.0,8000000,320000000,1640000000,0.2929617720614505,1298000000,0.23186852447302608,14000000,1312000000,0.23436941764916042,464000000,848000000,0.15148267238299393,6.61,6.56,128373000,129372000,,,Airlines,,73000000,1255000000,1328000000,212000000,51000000,72000000,1663000000,4802000000,0,0,0,0,0,68000000,4870000000,0,6533000000,63000000,115000000,0,669000000,959000000,1806000000,571000000,431000000,682000000,632000000,2316000000,0,0,4122000000,0,1000000,2890000000,-303000000,-177000000,2411000000,2411000000,6533000000,0,6533000000,0,686000000,613000000,0,25000000,391000000,47000000,0,306000000,0,1584000000,-831000000,0,-1327000000,1175000000,53000000,-930000000,-116000000,0,-505000000,-102000000,35000000,-688000000,0,-34000000,73000000,107000000,1584000000,-831000000,753000000,3.748427812835338,3.748427812835338,1.6144086203547696,10.65738143484198,26.40566037735849,12.00193818956972,5.705466828753788,5.705466828753788,-1.0333232831835117,1.6144086203547696,0.01128635768582754,5.884426498015854,3.748427812835338,,,,,0.3690494412980254,1.7096640398175031,0.6309505587019746,161.375,0.3388710253662022,0.23186852447302608,35.17212774782248,0.12980254094596663,,0.0084,0.0153,,,Industrials
2014,ALK,,766421,,,2014,,5368000000,3929000000,1439000000,0.268070044709389,0,0,199000000,199000000,308000000,507000000,4436000000,21000000.0,28000000,294000000,1297000000,0.24161698956780925,962000000,0.17921013412816691,13000000,975000000,0.18163189269746646,370000000,605000000,0.11270491803278689,4.47,4.42,135445000,136801000,,,Airlines,,107000000,1110000000,1217000000,259000000,58000000,222000000,1756000000,4299000000,0,0,0,0,0,126000000,4425000000,0,6181000000,62000000,117000000,0,631000000,861000000,1671000000,686000000,374000000,750000000,573000000,2383000000,0,0,4054000000,0,1000000,2144000000,-310000000,292000000,2127000000,2127000000,6181000000,0,6181000000,0,803000000,696000000,0,6000000,125000000,-110000000,0,168000000,0,1030000000,-694000000,0,-949000000,1092000000,10000000,-541000000,-119000000,27000000,-348000000,-68000000,46000000,-462000000,0,27000000,107000000,80000000,1030000000,-694000000,336000000,4.321886486288199,4.321886486288199,1.7124911617613636,15.194467035264461,20.725868725868725,27.35908498909226,8.9249053945,8.9249053945,-1.5543916824708421,1.7124911617613636,0.007397212021587682,7.624250236187355,4.321886486288199,,,,,0.34411907458340074,1.9059708509637987,0.6558809254165993,34.07142857142857,0.268070044709389,0.17921013412816691,28.44381758345087,0.09788060184436176,,0.0063,0.0132,,,Industrials
2013,ALK,,766421,,,2013,,5156000000,3861000000,1295000000,0.25116369278510475,0,0,179000000,179000000,278000000,457000000,4318000000,18000000.0,35000000,270000000,1121000000,0.2174166020170675,838000000,0.16252909231962762,-22000000,816000000,0.1582622187742436,308000000,508000000,0.09852598913886734,3.63,3.58,139910000,141878000,,,Airlines,,80000000,1250000000,1330000000,152000000,60000000,220000000,1762000000,3893000000,0,0,0,0,0,183000000,4076000000,0,5838000000,64000000,117000000,0,564000000,835000000,1580000000,754000000,335000000,709000000,431000000,2229000000,0,0,3809000000,0,69000000,1607000000,-183000000,536000000,2029000000,2029000000,5838000000,0,5838000000,0,871000000,791000000,0,32000000,363000000,0,0,219000000,-192000000,981000000,-566000000,0,-1218000000,1089000000,-3000000,-698000000,-161000000,24000000,-159000000,-28000000,-1000000,-325000000,0,-42000000,80000000,122000000,981000000,-566000000,415000000,2.685113484519468,2.685113484519468,1.0566515244550039,10.724596968681102,33.921052631578945,13.127940385759036,5.553613924658512,5.553613924658512,-1.1332918141149342,1.0566515244550039,0.005139410869907853,5.565651436297949,2.685113484519468,,,,,0.3475505310037684,1.8772794480039428,0.6524494689962316,22.8,0.25116369278510475,0.16252909231962762,25.03696402168556,0.08701610140459061,,0.002,0.0089,,,Industrials
2018,ALB,,915913,,,2018,,3374950000,2157694000,1217256000,0.3606737877598187,70054000,0,0,446090000,0,516144000,2673838000,0.0,52405000,200698000,1091491000,0.32340953199306655,911540000,0.2700899272581816,-116839000,794701000,0.23547045141409503,144826000,693562000,0.20550289633920502,6.4,6.34,108427000,109458000,,,Specialty Chemicals,,555320000,0,555320000,697887000,700540000,44674000,1998421000,3021084000,1567169000,386143000,1953312000,528722000,17029000,63106000,5583253000,0,7581674000,522516000,307294000,60871000,0,292492000,1183173000,1397916000,0,382982000,858495000,2639393000,0,0,3822566000,0,1056000,2566050000,-350682000,1368897000,3585321000,3585321000,7407887000,0,7407887000,0,1705210000,1149890000,49164000,15228000,-151965000,-97448000,73730000,0,-306099000,546165000,0,396566000,-270000,0,-699991000,-303695000,-113567000,0,-500000000,-144596000,-28363000,-786526000,-37927000,-581983000,555320000,1137303000,546165000,-699991000,-153826000,2.425704580542635,2.425704580542635,2.57690619784462,12.53951279397617,4.835954817900319,-56.53744862647213,15.92363035422574,15.92363035422574,3.618286354500309,2.57690619784462,0.01662609761249755,9.021439088747137,2.425704580542635,,,9032449397.0,0.18223960961418192,0.47289305765454964,1.0661712019649008,0.5041849596804083,15.164602614254365,0.3606737877598187,0.2700899272581816,19.344488261999413,0.09147874202979447,1.1756935276197853,0.0151,0.022,9.722450999436438,8.181319726165093,Basic Materials
2017,ALB,,915913,,,2017,,3071976000,1961996000,1109980000,0.36132443743050074,84330000,0,0,437901000,0,522231000,2484227000,0.0,115350000,196928000,798945000,0.26007527402557834,587749000,0.19132603900551307,-140951000,446798000,0.14544319356661642,431817000,54850000,0.01785495720018646,0.49,0.49,110914000,112380000,,,Specialty Chemicals,,1137303000,0,1137303000,619393000,592781000,128086000,2477563000,2493310000,1610355000,421503000,2031858000,534064000,25108000,188869000,5273209000,0,7750772000,418537000,422012000,54937000,0,305439000,1200925000,1415360000,0,370389000,946402000,2732151000,0,0,3933076000,0,1105000,2035163000,-225668000,1863949000,3674549000,3674549000,7607625000,0,7607625000,0,1837372000,700069000,-41941000,19404000,-392263000,-74545000,53421000,0,422383000,303979000,0,-39825000,-275000,0,-317703000,-357803000,-639458000,0,-250000000,-140557000,-56853000,-1086868000,8239000,-1132453000,1137303000,2269756000,303979000,-317703000,-13724000,3.361634986897113,3.361634986897113,4.021025059918372,225.2049677204704,4.959655662882855,-900.0650305645439,40.63600603814014,40.63600603814014,66.4735945693261,4.021025059918372,0.011378837124056749,16.337246593279637,3.361634986897113,,,,,0.4740881295437409,1.0703561171724747,0.5074431295359998,3.8734113567403554,0.36132443743050074,0.19132603900551307,1.492700192595064,0.007076714422769758,,0.025699999999999997,0.04189999999999999,,,Basic Materials
2016,ALB,,915913,,,2016,,2677203000,1706627000,970576000,0.3625335844909781,80475000,0,0,380464000,0,460939000,2167566000,0.0,65181000,226169000,1031288000,0.3852109832537914,574551000,0.2146086792820716,-59287000,515264000,0.19246355244634045,96263000,643675000,0.24042816327338645,5.73,5.68,112379000,113239000,,,Specialty Chemicals,,2269756000,0,2269756000,543105000,450263000,43494000,3306618000,2360140000,1540032000,354564000,1894596000,457533000,61132000,81188000,4854589000,0,8161207000,281874000,247544000,254416000,0,356269000,1140103000,2121718000,0,412739000,544043000,3078500000,0,0,4218603000,0,1125000,2121931000,-412412000,2084418000,3795062000,3795062000,8013665000,0,8013665000,0,2369262000,99506000,21121000,17031000,239195000,-42816000,43953000,0,-450882000,733403000,0,3116837000,0,305000,-196654000,2920488000,-1416023000,0,0,-135353000,-26527000,-1577903000,-19966000,2056022000,2269756000,213734000,733403000,-196654000,536749000,2.8003974628836894,2.8003974628836894,3.9696959835643018,16.510944181902822,4.9294390587455466,19.80009650001453,14.490916994185053,14.490916994185053,4.937895583978394,3.9696959835643018,0.01273589104823585,10.401738405068516,2.8003974628836894,,,,,0.4650123443750416,1.1116031832945021,0.5169092022785355,7.9051257268222335,0.3625335844909781,0.2146086792820716,16.9608559754755,0.07887007399763295,,0.0165,0.025,,,Basic Materials
2015,ALB,,915913,,,2015,,3651335000,2454463000,1196872000,0.327790246581045,102871000,0,0,512274000,0,615145000,3069608000,0.0,132722000,260076000,756826000,0.20727377794697008,442435000,0.12117074987641506,-84248000,358187000,0.09809754514444717,29122000,334906000,0.09172152103271818,3.01,3.0,111182000,111556000,,,Specialty Chemicals,,213734000,0,213734000,656445000,508728000,452096000,1831003000,2484738000,2893811000,1733047000,4626858000,455417000,76025000,140973000,7784011000,0,9615014000,306517000,677345000,69432000,0,563391000,1616685000,3174674000,0,736317000,686025000,4597016000,0,0,6213701000,0,1122000,1615407000,-421288000,2059151000,3254392000,3254392000,9468093000,0,9468093000,0,3852019000,3638285000,-136298000,15188000,-41534000,-8788000,23745000,0,-96807000,360689000,0,-1991451000,0,998000,-170099000,-2160552000,-2626241000,0,0,-119302000,2267218000,-478325000,2154000,-2276034000,213734000,2489768000,360689000,-227649000,133040000,1.7983759833759425,1.7983759833759425,1.602871391776104,17.47541224490096,5.562286253989291,43.991434255042094,16.226223736489885,16.226223736489885,5.170669048159426,1.602871391776104,0.020384373421702757,12.540406134687233,1.7983759833759425,,,,,0.33846981398051007,1.9093277638342276,0.6462498130527943,2.69877638974699,0.327790246581045,0.12117074987641506,10.290893045459796,0.034831566547901024,,0.0084,0.0284,,,Basic Materials
2014,ALB,,915913,,,2014,,2445548000,1674700000,770848000,0.31520460853763654,88310000,0,0,355135000,0,443445000,2118145000,0.0,41358000,103572000,296730000,0.12133476832186488,271298000,0.11093546313546085,-58119000,213179000,0.08717023750913906,18484000,133316000,0.05451375315471216,1.69,1.69,78696000,79102000,,,Specialty Chemicals,,2489768000,0,2489768000,457472000,358361000,43249000,3348850000,1231868000,243262000,44125000,287387000,194042000,62440000,98516000,1874253000,0,5223103000,231705000,711096000,19554000,10370000,167161000,1139886000,2223035000,2010000,56884000,312653000,2594582000,0,0,3734468000,0,780000,1410651000,-62413000,10447000,1359465000,1359465000,5093933000,0,5093933000,0,2934131000,444363000,-64947000,14267000,57160000,36221000,28296000,0,221651000,492609000,0,104718000,-33425000,649000,-118075000,-46133000,-11842000,0,-150000000,-84102000,1855273000,1609329000,-43276000,2012529000,2489768000,477239000,492609000,-110576000,382033000,2.79364957995741,2.79364957995741,1.5529725142245419,28.48771960017402,5.3457872831561275,9.941206194796784,7.709702474410333,7.709702474410333,5.9661638199915235,1.5529725142245419,0.022144524692227763,14.296605756805176,2.79364957995741,,,,,0.26027918652954,2.7470129793705613,0.7149903036566577,5.1544803907345615,0.31520460853763654,0.11093546313546085,9.806504764742012,0.02552429082865109,,0.0063,0.0205,,,Basic Materials
2013,ALB,,915913,,,2013,,2616416000,1755011000,861405000,0.32923090211954065,82246000,0,0,162889000,0,245135000,2000146000,0.0,31559000,107370000,688422000,0.2631164157381701,582909000,0.2227891130462434,-38482000,544427000,0.20808120726979196,136322000,413171000,0.157914872864254,4.93,4.9,83839000,84322000,,,Specialty Chemicals,,477239000,0,477239000,518268000,436049000,51359000,1482915000,1357069000,284203000,88203000,372406000,212178000,65667000,94562000,2101882000,0,3584797000,194064000,24554000,31879000,17896000,167970000,436363000,1054310000,2444000,129188000,219716000,1405658000,0,0,1842021000,0,801000,1500358000,116245000,9957000,1627361000,1627361000,3469382000,0,3469382000,0,1078864000,601625000,64865000,10164000,-31003000,-65906000,21316000,0,-158371000,432859000,0,-2565000,0,169000,-155346000,-157742000,-135733000,0,-582298000,-78107000,508092000,-288046000,12472000,-457000,477239000,477696000,432859000,-155346000,277513000,3.3291177595907118,3.3291177595907118,2.070647942209993,13.112431430001864,5.048384233639738,19.522243665577108,12.51603040797419,12.51603040797419,2.9255946249771836,2.070647942209993,0.01441706631061077,8.743621508849658,3.3291177595907118,,,,,0.45396182824299397,1.1319068110886275,0.5138424853624906,17.251085268861498,0.32923090211954065,0.2227891130462434,25.38901940012081,0.11525645664175684,,0.002,0.0089,,,Basic Materials
